,Shape,Shape_count
1652,other,4209
1653,other,4209
1654,other,4209
1655,oval,2881
1656,oval,2881
1657,oval,2881
1658,rectangle,1010
1659,rectangle,1010
1660,rectangle,1010
1661,sphere,4134
1662,sphere,4134
1663,sphere,4134
1664,sphere,4134
1665,teardrop,560
1666,triangle,6268
1667,triangle,6268
1668,triangle,6268
1669,triangle,6268
1670,triangle,6268
1671,triangle,6268
1672,triangle,6268
1673,triangle,6268
1674,unknown,4359
1675,unknown,4359
1676,other,4209
1677,cigar,1569
1678,formation,1908
1679,oval,2881
1680,sphere,4134
1681,sphere,4134
1682,unknown,4359
1683,light,12895
1684,triangle,6268
1685,disk,3853
1686,disk,3853
1687,light,12895
1688,unknown,4359
1689,unknown,4359
1690,circle,5890
1691,light,12895
1692,triangle,6268
1693,triangle,6268
1694,cylinder,977
1695,light,12895
1696,fireball,4939
1697,light,12895
1698,circle,5890
1699,circle,5890
1700,circle,5890
1701,cylinder,977
1702,cylinder,977
1703,disk,3853
1704,disk,3853
1705,fireball,4939
1706,formation,1908
1707,light,12895
1708,light,12895
1709,light,12895
1710,other,4209
1711,other,4209
1712,rectangle,1010
1713,triangle,6268
1714,circle,5890
1715,circle,5890
1716,sphere,4134
1717,flash,1025
1718,circle,5890
1719,light,12895
1720,rectangle,1010
1721,circle,5890
1722,light,12895
1723,unknown,4359
1724,fireball,4939
1725,circle,5890
1726,circle,5890
1727,unknown,4359
1728,disk,3853
1729,formation,1908
1730,formation,1908
1731,oval,2881
1732,changing,1517
1733,chevron,774
1734,cigar,1569
1735,circle,5890
1736,circle,5890
1737,circle,5890
1738,disk,3853
1739,fireball,4939
1740,formation,1908
1741,light,12895
1742,light,12895
1743,light,12895
1744,light,12895
1745,light,12895
1746,light,12895
1747,light,12895
1748,light,12895
1749,light,12895
1750,light,12895
1751,light,12895
1752,other,4209
1753,other,4209
1754,other,4209
1755,other,4209
1756,other,4209
1757,oval,2881
1758,oval,2881
1759,oval,2881
1760,sphere,4134
1761,sphere,4134
1762,triangle,6268
1763,triangle,6268
1764,triangle,6268
1765,triangle,6268
1766,triangle,6268
1767,triangle,6268
1768,unknown,4359
1769,unknown,4359
1770,light,12895
1771,changing,1517
1772,light,12895
1773,other,4209
1774,other,4209
1775,rectangle,1010
1776,sphere,4134
1777,triangle,6268
1778,triangle,6268
1779,triangle,6268
1780,unknown,4359
1781,formation,1908
1782,other,4209
1783,other,4209
1784,changing,1517
1785,circle,5890
1786,circle,5890
1787,disk,3853
1788,disk,3853
1789,disk,3853
1790,egg,555
1791,fireball,4939
1792,fireball,4939
1793,fireball,4939
1794,fireball,4939
1795,flash,1025
1796,formation,1908
1797,formation,1908
1798,light,12895
1799,light,12895
1800,other,4209
1801,other,4209
1802,oval,2881
1803,sphere,4134
1804,sphere,4134
1805,triangle,6268
1806,chevron,774
1807,chevron,774
1808,circle,5890
1809,circle,5890
1810,circle,5890
1811,circle,5890
1812,circle,5890
1813,circle,5890
1814,circle,5890
1815,circle,5890
1816,circle,5890
1817,circle,5890
1818,circle,5890
1819,circle,5890
1820,circle,5890
1821,circle,5890
1822,cross,177
1823,cylinder,977
1824,diamond,884
1825,diamond,884
1826,disk,3853
1827,disk,3853
1828,fireball,4939
1829,fireball,4939
1830,fireball,4939
1831,fireball,4939
1832,flash,1025
1833,formation,1908
1834,light,12895
1835,light,12895
1836,light,12895
1837,light,12895
1838,light,12895
1839,light,12895
1840,light,12895
1841,light,12895
1842,light,12895
1843,light,12895
1844,light,12895
1845,light,12895
1846,light,12895
1847,light,12895
1848,light,12895
1849,light,12895
1850,light,12895
1851,light,12895
1852,light,12895
1853,light,12895
1854,light,12895
1855,light,12895
1856,light,12895
1857,light,12895
1858,other,4209
1859,other,4209
1860,oval,2881
1861,oval,2881
1862,oval,2881
1863,oval,2881
1864,oval,2881
1865,oval,2881
1866,rectangle,1010
1867,rectangle,1010
1868,sphere,4134
1869,sphere,4134
1870,sphere,4134
1871,sphere,4134
1872,sphere,4134
1873,triangle,6268
1874,triangle,6268
1875,triangle,6268
1876,triangle,6268
1877,triangle,6268
1878,triangle,6268
1879,unknown,4359
1880,unknown,4359
1881,unknown,4359
1882,unknown,4359
1883,unknown,4359
1884,unknown,4359
1885,unknown,4359
1886,unknown,4359
1887,unknown,4359
1888,unknown,4359
1889,unknown,4359
1890,unknown,4359
1891,unknown,4359
1892,changing,1517
1893,circle,5890
1894,circle,5890
1895,circle,5890
1896,circle,5890
1897,circle,5890
1898,circle,5890
1899,circle,5890
1900,diamond,884
1901,disk,3853
1902,disk,3853
1903,disk,3853
1904,egg,555
1905,fireball,4939
1906,fireball,4939
1907,fireball,4939
1908,fireball,4939
1909,fireball,4939
1910,fireball,4939
1911,fireball,4939
1912,fireball,4939
1913,flash,1025
1914,formation,1908
1915,formation,1908
1916,formation,1908
1917,light,12895
1918,light,12895
1919,light,12895
1920,light,12895
1921,light,12895
1922,light,12895
1923,light,12895
1924,light,12895
1925,light,12895
1926,light,12895
1927,light,12895
1928,light,12895
1929,light,12895
1930,light,12895
1931,other,4209
1932,other,4209
1933,other,4209
1934,oval,2881
1935,oval,2881
1936,sphere,4134
1937,sphere,4134
1938,sphere,4134
1939,sphere,4134
1940,sphere,4134
1941,sphere,4134
1942,teardrop,560
1943,triangle,6268
1944,triangle,6268
1945,triangle,6268
1946,triangle,6268
1947,triangle,6268
1948,triangle,6268
1949,triangle,6268
1950,unknown,4359
1951,unknown,4359
1952,unknown,4359
1953,changing,1517
1954,circle,5890
1955,circle,5890
1956,light,12895
1957,other,4209
1958,other,4209
1959,rectangle,1010
1960,sphere,4134
1961,sphere,4134
1962,cone,235
1963,fireball,4939
1964,light,12895
1965,light,12895
1966,light,12895
1967,light,12895
1968,oval,2881
1969,oval,2881
1970,teardrop,560
1971,unknown,4359
1972,changing,1517
1973,changing,1517
1974,circle,5890
1975,cone,235
1976,disk,3853
1977,fireball,4939
1978,fireball,4939
1979,fireball,4939
1980,fireball,4939
1981,light,12895
1982,light,12895
1983,light,12895
1984,light,12895
1985,light,12895
1986,light,12895
1987,light,12895
1988,light,12895
1989,light,12895
1990,other,4209
1991,sphere,4134
1992,triangle,6268
1993,unknown,4359
1994,unknown,4359
1995,unknown,4359
1996,cigar,1569
1997,light,12895
1998,light,12895
1999,other,4209
2000,triangle,6268
2001,circle,5890
2002,circle,5890
2003,formation,1908
2004,formation,1908
2005,light,12895
2006,other,4209
2007,rectangle,1010
2008,triangle,6268
2009,triangle,6268
2010,triangle,6268
2011,triangle,6268
2012,light,12895
2013,triangle,6268
2014,circle,5890
2015,unknown,4359
2016,cigar,1569
2017,circle,5890
2018,fireball,4939
2019,triangle,6268
2020,other,4209
2021,other,4209
2022,sphere,4134
2023,sphere,4134
2024,triangle,6268
2025,cigar,1569
2026,circle,5890
2027,changing,1517
2028,formation,1908
2029,light,12895
2030,oval,2881
2031,unknown,4359
2032,light,12895
2033,changing,1517
2034,changing,1517
2035,circle,5890
2036,circle,5890
2037,cylinder,977
2038,disk,3853
2039,disk,3853
2040,egg,555
2041,fireball,4939
2042,fireball,4939
2043,flash,1025
2044,formation,1908
2045,formation,1908
2046,light,12895
2047,light,12895
2048,light,12895
2049,light,12895
2050,other,4209
2051,other,4209
2052,other,4209
2053,oval,2881
2054,oval,2881
2055,rectangle,1010
2056,sphere,4134
2057,triangle,6268
2058,unknown,4359
2059,unknown,4359
2060,disk,3853
2061,changing,1517
2062,changing,1517
2063,chevron,774
2064,cigar,1569
2065,circle,5890
2066,circle,5890
2067,circle,5890
2068,circle,5890
2069,cone,235
2070,disk,3853
2071,disk,3853
2072,disk,3853
2073,disk,3853
2074,disk,3853
2075,disk,3853
2076,egg,555
2077,fireball,4939
2078,fireball,4939
2079,fireball,4939
2080,fireball,4939
2081,fireball,4939
2082,flash,1025
2083,formation,1908
2084,light,12895
2085,light,12895
2086,light,12895
2087,light,12895
2088,light,12895
2089,light,12895
2090,light,12895
2091,light,12895
2092,light,12895
2093,light,12895
2094,light,12895
2095,light,12895
2096,light,12895
2097,light,12895
2098,light,12895
2099,other,4209
2100,other,4209
2101,other,4209
2102,other,4209
2103,other,4209
2104,other,4209
2105,other,4209
2106,oval,2881
2107,oval,2881
2108,rectangle,1010
2109,sphere,4134
2110,sphere,4134
2111,sphere,4134
2112,sphere,4134
2113,sphere,4134
2114,sphere,4134
2115,sphere,4134
2116,sphere,4134
2117,unknown,4359
2118,unknown,4359
2119,unknown,4359
2120,fireball,4939
2121,formation,1908
2122,light,12895
2123,light,12895
2124,changing,1517
2125,circle,5890
2126,circle,5890
2127,cross,177
2128,flash,1025
2129,light,12895
2130,other,4209
2131,oval,2881
2132,teardrop,560
2133,triangle,6268
2134,triangle,6268
2135,triangle,6268
2136,circle,5890
2137,light,12895
2138,changing,1517
2139,chevron,774
2140,fireball,4939
2141,light,12895
2142,light,12895
2143,light,12895
2144,light,12895
2145,light,12895
2146,light,12895
2147,other,4209
2148,sphere,4134
2149,sphere,4134
2150,sphere,4134
2151,triangle,6268
2152,unknown,4359
2153,changing,1517
2154,changing,1517
2155,cigar,1569
2156,circle,5890
2157,circle,5890
2158,diamond,884
2159,diamond,884
2160,disk,3853
2161,fireball,4939
2162,fireball,4939
2163,light,12895
2164,light,12895
2165,light,12895
2166,light,12895
2167,light,12895
2168,light,12895
2169,light,12895
2170,light,12895
2171,light,12895
2172,light,12895
2173,light,12895
2174,light,12895
2175,light,12895
2176,light,12895
2177,light,12895
2178,other,4209
2179,other,4209
2180,other,4209
2181,oval,2881
2182,oval,2881
2183,oval,2881
2184,sphere,4134
2185,sphere,4134
2186,sphere,4134
2187,sphere,4134
2188,sphere,4134
2189,sphere,4134
2190,triangle,6268
2191,triangle,6268
2192,unknown,4359
2193,unknown,4359
2194,unknown,4359
2195,unknown,4359
2196,unknown,4359
2197,unknown,4359
2198,formation,1908
2199,light,12895
2200,unknown,4359
2201,changing,1517
2202,changing,1517
2203,changing,1517
2204,changing,1517
2205,changing,1517
2206,chevron,774
2207,cigar,1569
2208,cigar,1569
2209,cigar,1569
2210,cigar,1569
2211,cigar,1569
2212,circle,5890
2213,circle,5890
2214,circle,5890
2215,circle,5890
2216,circle,5890
2217,circle,5890
2218,circle,5890
2219,circle,5890
2220,circle,5890
2221,circle,5890
2222,circle,5890
2223,circle,5890
2224,circle,5890
2225,circle,5890
2226,circle,5890
2227,circle,5890
2228,circle,5890
2229,circle,5890
2230,circle,5890
2231,cone,235
2232,cone,235
2233,diamond,884
2234,diamond,884
2235,diamond,884
2236,disk,3853
2237,disk,3853
2238,disk,3853
2239,disk,3853
2240,disk,3853
2241,disk,3853
2242,disk,3853
2243,egg,555
2244,egg,555
2245,egg,555
2246,fireball,4939
2247,fireball,4939
2248,fireball,4939
2249,fireball,4939
2250,fireball,4939
2251,fireball,4939
2252,flash,1025
2253,formation,1908
2254,formation,1908
2255,formation,1908
2256,formation,1908
2257,formation,1908
2258,light,12895
2259,light,12895
2260,light,12895
2261,light,12895
2262,light,12895
2263,light,12895
2264,light,12895
2265,light,12895
2266,light,12895
2267,light,12895
2268,light,12895
2269,light,12895
2270,light,12895
2271,light,12895
2272,light,12895
2273,light,12895
2274,light,12895
2275,light,12895
2276,light,12895
2277,light,12895
2278,light,12895
2279,light,12895
2280,light,12895
2281,light,12895
2282,light,12895
2283,other,4209
2284,other,4209
2285,other,4209
2286,other,4209
2287,other,4209
2288,other,4209
2289,other,4209
2290,other,4209
2291,other,4209
2292,other,4209
2293,other,4209
2294,other,4209
2295,oval,2881
2296,oval,2881
2297,oval,2881
2298,oval,2881
2299,oval,2881
2300,oval,2881
2301,oval,2881
2302,oval,2881
2303,rectangle,1010
2304,rectangle,1010
2305,rectangle,1010
2306,sphere,4134
2307,sphere,4134
2308,sphere,4134
2309,sphere,4134
2310,sphere,4134
2311,sphere,4134
2312,sphere,4134
2313,sphere,4134
2314,sphere,4134
2315,sphere,4134
2316,triangle,6268
2317,triangle,6268
2318,triangle,6268
2319,triangle,6268
2320,triangle,6268
2321,triangle,6268
2322,triangle,6268
2323,triangle,6268
2324,triangle,6268
2325,triangle,6268
2326,triangle,6268
2327,triangle,6268
2328,triangle,6268
2329,triangle,6268
2330,triangle,6268
2331,unknown,4359
2332,unknown,4359
2333,unknown,4359
2334,unknown,4359
2335,unknown,4359
2336,unknown,4359
2337,unknown,4359
2338,triangle,6268
2339,triangle,6268
2340,cylinder,977
2341,triangle,6268
2342,oval,2881
2343,cone,235
2344,light,12895
2345,light,12895
2346,other,4209
2347,oval,2881
2348,flash,1025
2349,light,12895
2350,triangle,6268
2351,triangle,6268
2352,sphere,4134
2353,disk,3853
2354,sphere,4134
2355,circle,5890
2356,formation,1908
2357,light,12895
2358,oval,2881
2359,sphere,4134
2360,triangle,6268
2361,circle,5890
2362,circle,5890
2363,other,4209
2364,sphere,4134
2365,oval,2881
2366,light,12895
2367,circle,5890
2368,circle,5890
2369,circle,5890
2370,light,12895
2371,light,12895
2372,triangle,6268
2373,triangle,6268
2374,fireball,4939
2375,formation,1908
2376,light,12895
2377,unknown,4359
2378,unknown,4359
2379,circle,5890
2380,circle,5890
2381,cigar,1569
2382,disk,3853
2383,disk,3853
2384,light,12895
2385,oval,2881
2386,sphere,4134
2387,unknown,4359
2388,unknown,4359
2389,changing,1517
2390,circle,5890
2391,circle,5890
2392,circle,5890
2393,egg,555
2394,fireball,4939
2395,fireball,4939
2396,fireball,4939
2397,fireball,4939
2398,fireball,4939
2399,fireball,4939
2400,fireball,4939
2401,fireball,4939
2402,flash,1025
2403,formation,1908
2404,formation,1908
2405,light,12895
2406,light,12895
2407,light,12895
2408,light,12895
2409,light,12895
2410,light,12895
2411,light,12895
2412,light,12895
2413,light,12895
2414,other,4209
2415,oval,2881
2416,sphere,4134
2417,triangle,6268
2418,triangle,6268
2419,triangle,6268
2420,unknown,4359
2421,unknown,4359
2422,unknown,4359
2423,unknown,4359
2424,unknown,4359
2425,unknown,4359
2426,unknown,4359
2427,changing,1517
2428,changing,1517
2429,changing,1517
2430,changing,1517
2431,changing,1517
2432,changing,1517
2433,changing,1517
2434,changing,1517
2435,changing,1517
2436,changing,1517
2437,changing,1517
2438,changing,1517
2439,changing,1517
2440,chevron,774
2441,chevron,774
2442,chevron,774
2443,chevron,774
2444,chevron,774
2445,chevron,774
2446,chevron,774
2447,chevron,774
2448,chevron,774
2449,cigar,1569
2450,cigar,1569
2451,cigar,1569
2452,cigar,1569
2453,cigar,1569
2454,cigar,1569
2455,cigar,1569
2456,cigar,1569
2457,cigar,1569
2458,cigar,1569
2459,cigar,1569
2460,cigar,1569
2461,cigar,1569
2462,cigar,1569
2463,circle,5890
2464,circle,5890
2465,circle,5890
2466,circle,5890
2467,circle,5890
2468,circle,5890
2469,circle,5890
2470,circle,5890
2471,circle,5890
2472,circle,5890
2473,circle,5890
2474,circle,5890
2475,circle,5890
2476,circle,5890
2477,circle,5890
2478,circle,5890
2479,circle,5890
2480,circle,5890
2481,circle,5890
2482,circle,5890
2483,circle,5890
2484,circle,5890
2485,circle,5890
2486,circle,5890
2487,circle,5890
2488,circle,5890
2489,circle,5890
2490,circle,5890
2491,cone,235
2492,cone,235
2493,cone,235
2494,cross,177
2495,cylinder,977
2496,cylinder,977
2497,cylinder,977
2498,cylinder,977
2499,cylinder,977
2500,cylinder,977
2501,cylinder,977
2502,diamond,884
2503,diamond,884
2504,diamond,884
2505,diamond,884
2506,diamond,884
2507,diamond,884
2508,diamond,884
2509,diamond,884
2510,disk,3853
2511,disk,3853
2512,disk,3853
2513,disk,3853
2514,disk,3853
2515,disk,3853
2516,disk,3853
2517,disk,3853
2518,disk,3853
2519,disk,3853
2520,disk,3853
2521,disk,3853
2522,disk,3853
2523,disk,3853
2524,disk,3853
2525,disk,3853
2526,disk,3853
2527,disk,3853
2528,disk,3853
2529,disk,3853
2530,disk,3853
2531,disk,3853
2532,disk,3853
2533,disk,3853
2534,egg,555
2535,egg,555
2536,egg,555
2537,egg,555
2538,fireball,4939
2539,fireball,4939
2540,fireball,4939
2541,fireball,4939
2542,fireball,4939
2543,fireball,4939
2544,fireball,4939
2545,fireball,4939
2546,fireball,4939
2547,fireball,4939
2548,fireball,4939
2549,fireball,4939
2550,fireball,4939
2551,fireball,4939
2552,fireball,4939
2553,fireball,4939
2554,fireball,4939
2555,fireball,4939
2556,fireball,4939
2557,fireball,4939
2558,fireball,4939
2559,fireball,4939
2560,fireball,4939
2561,fireball,4939
2562,fireball,4939
2563,fireball,4939
2564,fireball,4939
2565,fireball,4939
2566,fireball,4939
2567,fireball,4939
2568,fireball,4939
2569,flash,1025
2570,flash,1025
2571,flash,1025
2572,formation,1908
2573,formation,1908
2574,formation,1908
2575,formation,1908
2576,formation,1908
2577,formation,1908
2578,formation,1908
2579,formation,1908
2580,formation,1908
2581,formation,1908
2582,formation,1908
2583,formation,1908
2584,formation,1908
2585,formation,1908
2586,formation,1908
2587,formation,1908
2588,formation,1908
2589,formation,1908
2590,formation,1908
2591,formation,1908
2592,formation,1908
2593,formation,1908
2594,formation,1908
2595,formation,1908
2596,light,12895
2597,light,12895
2598,light,12895
2599,light,12895
2600,light,12895
2601,light,12895
2602,light,12895
2603,light,12895
2604,light,12895
2605,light,12895
2606,light,12895
2607,light,12895
2608,light,12895
2609,light,12895
2610,light,12895
2611,light,12895
2612,light,12895
2613,light,12895
2614,light,12895
2615,light,12895
2616,light,12895
2617,light,12895
2618,light,12895
2619,light,12895
2620,light,12895
2621,light,12895
2622,light,12895
2623,light,12895
2624,light,12895
2625,light,12895
2626,light,12895
2627,light,12895
2628,light,12895
2629,light,12895
2630,light,12895
2631,light,12895
2632,light,12895
2633,light,12895
2634,light,12895
2635,light,12895
2636,light,12895
2637,light,12895
2638,light,12895
2639,light,12895
2640,light,12895
2641,light,12895
2642,light,12895
2643,light,12895
2644,light,12895
2645,light,12895
2646,light,12895
2647,light,12895
2648,light,12895
2649,light,12895
2650,light,12895
2651,light,12895
2652,light,12895
2653,light,12895
2654,light,12895
2655,light,12895
2656,light,12895
2657,light,12895
2658,light,12895
2659,light,12895
2660,light,12895
2661,light,12895
2662,light,12895
2663,light,12895
2664,light,12895
2665,light,12895
2666,light,12895
2667,light,12895
2668,light,12895
2669,light,12895
2670,light,12895
