,Shape,Shape_count
34122,light,12895
34123,circle,5890
34124,circle,5890
34125,diamond,884
34126,fireball,4939
34127,other,4209
34128,triangle,6268
34129,unknown,4359
34130,circle,5890
34131,light,12895
34132,formation,1908
34133,rectangle,1010
34134,changing,1517
34135,circle,5890
34136,circle,5890
34137,light,12895
34138,light,12895
34139,light,12895
34140,light,12895
34141,light,12895
34142,light,12895
34143,other,4209
34144,sphere,4134
34145,sphere,4134
34146,light,12895
34147,cigar,1569
34148,disk,3853
34149,disk,3853
34150,disk,3853
34151,fireball,4939
34152,fireball,4939
34153,flash,1025
34154,formation,1908
34155,formation,1908
34156,light,12895
34157,light,12895
34158,sphere,4134
34159,triangle,6268
34160,triangle,6268
34161,unknown,4359
34162,unknown,4359
34163,disk,3853
34164,unknown,4359
34165,chevron,774
34166,circle,5890
34167,circle,5890
34168,diamond,884
34169,fireball,4939
34170,fireball,4939
34171,fireball,4939
34172,fireball,4939
34173,light,12895
34174,light,12895
34175,light,12895
34176,other,4209
34177,sphere,4134
34178,sphere,4134
34179,triangle,6268
34180,triangle,6268
34181,triangle,6268
34182,triangle,6268
34183,triangle,6268
34184,fireball,4939
34185,flash,1025
34186,other,4209
34187,rectangle,1010
34188,oval,2881
34189,other,4209
34190,other,4209
34191,circle,5890
34192,circle,5890
34193,circle,5890
34194,disk,3853
34195,egg,555
34196,fireball,4939
34197,fireball,4939
34198,formation,1908
34199,formation,1908
34200,light,12895
34201,light,12895
34202,light,12895
34203,light,12895
34204,light,12895
34205,other,4209
34206,sphere,4134
34207,triangle,6268
34208,triangle,6268
34209,triangle,6268
34210,unknown,4359
34211,cigar,1569
34212,disk,3853
34213,fireball,4939
34214,fireball,4939
34215,changing,1517
34216,cylinder,977
34217,disk,3853
34218,fireball,4939
34219,light,12895
34220,sphere,4134
34221,rectangle,1010
34222,circle,5890
34223,cylinder,977
34224,disk,3853
34225,light,12895
34226,oval,2881
34227,rectangle,1010
34228,rectangle,1010
34229,sphere,4134
34230,disk,3853
34231,light,12895
34232,disk,3853
34233,light,12895
34234,light,12895
34235,sphere,4134
34236,unknown,4359
34237,chevron,774
34238,chevron,774
34239,chevron,774
34240,cigar,1569
34241,circle,5890
34242,circle,5890
34243,disk,3853
34244,fireball,4939
34245,fireball,4939
34246,flash,1025
34247,light,12895
34248,other,4209
34249,other,4209
34250,sphere,4134
34251,sphere,4134
34252,triangle,6268
34253,triangle,6268
34254,unknown,4359
34255,oval,2881
34256,oval,2881
34257,light,12895
34258,sphere,4134
34259,circle,5890
34260,diamond,884
34261,disk,3853
34262,fireball,4939
34263,fireball,4939
34264,light,12895
34265,light,12895
34266,oval,2881
34267,oval,2881
34268,rectangle,1010
34269,triangle,6268
34270,unknown,4359
34271,light,12895
34272,oval,2881
34273,unknown,4359
34274,unknown,4359
34275,changing,1517
34276,cigar,1569
34277,cylinder,977
34278,fireball,4939
34279,flash,1025
34280,light,12895
34281,light,12895
34282,light,12895
34283,rectangle,1010
34284,sphere,4134
34285,triangle,6268
34286,chevron,774
34287,fireball,4939
34288,formation,1908
34289,formation,1908
34290,light,12895
34291,rectangle,1010
34292,sphere,4134
34293,sphere,4134
34294,triangle,6268
34295,triangle,6268
34296,unknown,4359
34297,unknown,4359
34298,unknown,4359
34299,diamond,884
34300,light,12895
34301,other,4209
34302,other,4209
34303,triangle,6268
34304,formation,1908
34305,light,12895
34306,light,12895
34307,sphere,4134
34308,unknown,4359
34309,circle,5890
34310,circle,5890
34311,cone,235
34312,fireball,4939
34313,fireball,4939
34314,formation,1908
34315,light,12895
34316,light,12895
34317,light,12895
34318,triangle,6268
34319,triangle,6268
34320,triangle,6268
34321,light,12895
34322,oval,2881
34323,disk,3853
34324,light,12895
34325,changing,1517
34326,triangle,6268
34327,oval,2881
34328,triangle,6268
34329,circle,5890
34330,fireball,4939
34331,fireball,4939
34332,changing,1517
34333,circle,5890
34334,formation,1908
34335,light,12895
34336,other,4209
34337,unknown,4359
34338,disk,3853
34339,sphere,4134
34340,triangle,6268
34341,sphere,4134
34342,unknown,4359
34343,triangle,6268
34344,circle,5890
34345,circle,5890
34346,disk,3853
34347,fireball,4939
34348,flash,1025
34349,formation,1908
34350,light,12895
34351,other,4209
34352,oval,2881
34353,oval,2881
34354,triangle,6268
34355,triangle,6268
34356,light,12895
34357,triangle,6268
34358,circle,5890
34359,circle,5890
34360,formation,1908
34361,unknown,4359
34362,changing,1517
34363,cigar,1569
34364,cigar,1569
34365,cigar,1569
34366,egg,555
34367,fireball,4939
34368,light,12895
34369,cylinder,977
34370,unknown,4359
34371,circle,5890
34372,circle,5890
34373,circle,5890
34374,circle,5890
34375,circle,5890
34376,oval,2881
34377,triangle,6268
34378,triangle,6268
34379,cigar,1569
34380,diamond,884
34381,formation,1908
34382,triangle,6268
34383,light,12895
34384,diamond,884
34385,circle,5890
34386,light,12895
34387,light,12895
34388,light,12895
34389,circle,5890
34390,circle,5890
34391,flash,1025
34392,light,12895
34393,light,12895
34394,sphere,4134
34395,teardrop,560
34396,cigar,1569
34397,circle,5890
34398,other,4209
34399,disk,3853
34400,flash,1025
34401,light,12895
34402,light,12895
34403,light,12895
34404,oval,2881
34405,circle,5890
34406,other,4209
34407,other,4209
34408,chevron,774
34409,fireball,4939
34410,rectangle,1010
34411,sphere,4134
34412,fireball,4939
34413,light,12895
34414,other,4209
34415,teardrop,560
34416,triangle,6268
34417,unknown,4359
34418,unknown,4359
34419,unknown,4359
34420,circle,5890
34421,circle,5890
34422,fireball,4939
34423,fireball,4939
34424,formation,1908
34425,sphere,4134
34426,other,4209
34427,triangle,6268
34428,triangle,6268
34429,circle,5890
34430,light,12895
34431,unknown,4359
34432,triangle,6268
34433,disk,3853
34434,light,12895
34435,light,12895
34436,sphere,4134
34437,triangle,6268
34438,disk,3853
34439,disk,3853
34440,fireball,4939
34441,light,12895
34442,light,12895
34443,light,12895
34444,light,12895
34445,light,12895
34446,other,4209
34447,unknown,4359
34448,unknown,4359
34449,unknown,4359
34450,light,12895
34451,unknown,4359
34452,unknown,4359
34453,unknown,4359
34454,chevron,774
34455,circle,5890
34456,disk,3853
34457,egg,555
34458,triangle,6268
34459,circle,5890
34460,circle,5890
34461,circle,5890
34462,circle,5890
34463,diamond,884
34464,disk,3853
34465,fireball,4939
34466,light,12895
34467,light,12895
34468,light,12895
34469,light,12895
34470,light,12895
34471,light,12895
34472,light,12895
34473,sphere,4134
34474,sphere,4134
34475,triangle,6268
34476,triangle,6268
34477,unknown,4359
34478,unknown,4359
34479,formation,1908
34480,light,12895
34481,light,12895
34482,oval,2881
34483,changing,1517
34484,sphere,4134
34485,unknown,4359
34486,light,12895
34487,sphere,4134
34488,triangle,6268
34489,circle,5890
34490,light,12895
34491,light,12895
34492,sphere,4134
34493,light,12895
34494,oval,2881
34495,light,12895
34496,light,12895
34497,light,12895
34498,unknown,4359
34499,changing,1517
34500,circle,5890
34501,fireball,4939
34502,formation,1908
34503,light,12895
34504,light,12895
34505,sphere,4134
34506,sphere,4134
34507,sphere,4134
34508,triangle,6268
34509,unknown,4359
34510,unknown,4359
34511,oval,2881
34512,oval,2881
34513,light,12895
34514,changing,1517
34515,circle,5890
34516,circle,5890
34517,light,12895
34518,light,12895
34519,light,12895
34520,light,12895
34521,other,4209
34522,triangle,6268
34523,unknown,4359
34524,triangle,6268
34525,triangle,6268
34526,changing,1517
34527,oval,2881
34528,triangle,6268
34529,changing,1517
34530,circle,5890
34531,circle,5890
34532,fireball,4939
34533,fireball,4939
34534,light,12895
34535,disk,3853
34536,egg,555
34537,fireball,4939
34538,sphere,4134
34539,oval,2881
34540,light,12895
34541,light,12895
34542,unknown,4359
34543,diamond,884
34544,fireball,4939
34545,light,12895
34546,light,12895
34547,triangle,6268
34548,sphere,4134
34549,cylinder,977
34550,sphere,4134
34551,unknown,4359
34552,circle,5890
34553,circle,5890
34554,fireball,4939
34555,fireball,4939
34556,fireball,4939
34557,fireball,4939
34558,formation,1908
34559,formation,1908
34560,light,12895
34561,light,12895
34562,light,12895
34563,light,12895
34564,light,12895
34565,other,4209
34566,other,4209
34567,triangle,6268
34568,unknown,4359
34569,light,12895
34570,triangle,6268
34571,unknown,4359
34572,circle,5890
34573,formation,1908
34574,light,12895
34575,light,12895
34576,light,12895
34577,light,12895
34578,light,12895
34579,light,12895
34580,light,12895
34581,light,12895
34582,light,12895
34583,light,12895
34584,light,12895
34585,light,12895
34586,other,4209
34587,unknown,4359
34588,circle,5890
34589,circle,5890
34590,disk,3853
34591,light,12895
34592,triangle,6268
34593,light,12895
34594,light,12895
34595,circle,5890
34596,other,4209
34597,fireball,4939
34598,light,12895
34599,triangle,6268
34600,unknown,4359
34601,light,12895
34602,rectangle,1010
34603,light,12895
34604,cone,235
34605,light,12895
34606,light,12895
34607,other,4209
34608,other,4209
34609,other,4209
34610,other,4209
34611,unknown,4359
34612,disk,3853
34613,other,4209
34614,other,4209
34615,other,4209
34616,teardrop,560
34617,changing,1517
34618,changing,1517
34619,circle,5890
34620,circle,5890
34621,circle,5890
34622,circle,5890
34623,circle,5890
34624,circle,5890
34625,circle,5890
34626,circle,5890
34627,circle,5890
34628,cone,235
34629,cylinder,977
34630,cylinder,977
34631,cylinder,977
34632,diamond,884
34633,disk,3853
34634,disk,3853
34635,disk,3853
34636,disk,3853
34637,fireball,4939
34638,fireball,4939
34639,flash,1025
34640,flash,1025
34641,formation,1908
34642,formation,1908
34643,formation,1908
34644,light,12895
34645,light,12895
34646,light,12895
34647,light,12895
34648,light,12895
34649,light,12895
34650,light,12895
34651,light,12895
34652,light,12895
34653,light,12895
34654,light,12895
34655,light,12895
34656,light,12895
34657,light,12895
34658,light,12895
34659,light,12895
34660,light,12895
34661,light,12895
34662,light,12895
34663,light,12895
34664,light,12895
34665,other,4209
34666,other,4209
34667,other,4209
34668,other,4209
34669,other,4209
34670,rectangle,1010
34671,rectangle,1010
34672,sphere,4134
34673,sphere,4134
34674,sphere,4134
34675,sphere,4134
34676,sphere,4134
34677,triangle,6268
34678,triangle,6268
34679,triangle,6268
34680,triangle,6268
34681,triangle,6268
34682,triangle,6268
34683,triangle,6268
34684,triangle,6268
34685,triangle,6268
34686,unknown,4359
34687,unknown,4359
34688,unknown,4359
34689,light,12895
34690,other,4209
34691,sphere,4134
34692,cigar,1569
34693,disk,3853
34694,other,4209
34695,other,4209
34696,oval,2881
34697,triangle,6268
34698,light,12895
34699,light,12895
34700,circle,5890
34701,cylinder,977
34702,disk,3853
34703,oval,2881
34704,other,4209
34705,triangle,6268
34706,cigar,1569
34707,triangle,6268
34708,unknown,4359
34709,cigar,1569
34710,circle,5890
34711,circle,5890
34712,fireball,4939
34713,flash,1025
34714,formation,1908
34715,light,12895
34716,light,12895
34717,other,4209
34718,other,4209
34719,sphere,4134
34720,unknown,4359
34721,triangle,6268
34722,unknown,4359
34723,unknown,4359
34724,formation,1908
34725,formation,1908
34726,unknown,4359
34727,light,12895
34728,rectangle,1010
34729,cylinder,977
34730,teardrop,560
34731,sphere,4134
34732,triangle,6268
34733,cigar,1569
34734,changing,1517
34735,circle,5890
34736,circle,5890
34737,circle,5890
34738,circle,5890
34739,cylinder,977
34740,disk,3853
34741,disk,3853
34742,disk,3853
34743,light,12895
34744,light,12895
34745,other,4209
34746,sphere,4134
34747,unknown,4359
34748,disk,3853
34749,circle,5890
34750,disk,3853
34751,formation,1908
34752,formation,1908
34753,changing,1517
34754,egg,555
34755,light,12895
34756,sphere,4134
34757,triangle,6268
34758,unknown,4359
34759,light,12895
34760,oval,2881
34761,fireball,4939
34762,circle,5890
34763,formation,1908
34764,light,12895
34765,circle,5890
34766,circle,5890
34767,light,12895
34768,light,12895
34769,light,12895
34770,light,12895
34771,light,12895
34772,other,4209
34773,sphere,4134
34774,triangle,6268
34775,triangle,6268
34776,circle,5890
34777,sphere,4134
34778,light,12895
34779,disk,3853
34780,egg,555
34781,fireball,4939
34782,other,4209
34783,disk,3853
34784,other,4209
34785,fireball,4939
34786,triangle,6268
34787,flash,1025
34788,flash,1025
34789,light,12895
34790,unknown,4359
34791,cigar,1569
34792,fireball,4939
34793,fireball,4939
34794,fireball,4939
34795,formation,1908
34796,light,12895
34797,oval,2881
34798,circle,5890
34799,oval,2881
34800,light,12895
34801,other,4209
34802,cylinder,977
34803,fireball,4939
34804,light,12895
34805,light,12895
34806,triangle,6268
34807,triangle,6268
34808,light,12895
34809,changing,1517
34810,circle,5890
34811,fireball,4939
34812,formation,1908
34813,sphere,4134
34814,unknown,4359
34815,unknown,4359
34816,disk,3853
34817,sphere,4134
34818,unknown,4359
34819,disk,3853
34820,chevron,774
34821,unknown,4359
34822,circle,5890
34823,light,12895
34824,light,12895
34825,other,4209
34826,rectangle,1010
34827,sphere,4134
34828,unknown,4359
34829,changing,1517
34830,flash,1025
34831,formation,1908
34832,other,4209
34833,sphere,4134
34834,fireball,4939
34835,light,12895
34836,other,4209
34837,disk,3853
34838,changing,1517
34839,egg,555
34840,triangle,6268
34841,light,12895
34842,disk,3853
34843,disk,3853
34844,disk,3853
34845,light,12895
34846,sphere,4134
34847,disk,3853
34848,light,12895
34849,triangle,6268
34850,unknown,4359
34851,unknown,4359
34852,unknown,4359
34853,disk,3853
34854,fireball,4939
34855,formation,1908
34856,formation,1908
34857,light,12895
34858,other,4209
34859,sphere,4134
34860,triangle,6268
34861,circle,5890
34862,light,12895
34863,sphere,4134
34864,formation,1908
34865,changing,1517
34866,rectangle,1010
34867,rectangle,1010
34868,sphere,4134
34869,cigar,1569
34870,light,12895
34871,flash,1025
34872,triangle,6268
34873,triangle,6268
34874,fireball,4939
34875,sphere,4134
34876,formation,1908
34877,triangle,6268
34878,diamond,884
34879,formation,1908
34880,light,12895
34881,unknown,4359
34882,disk,3853
34883,formation,1908
34884,chevron,774
34885,other,4209
34886,triangle,6268
34887,other,4209
34888,circle,5890
34889,changing,1517
34890,chevron,774
34891,circle,5890
34892,circle,5890
34893,disk,3853
34894,light,12895
34895,light,12895
34896,unknown,4359
34897,circle,5890
34898,fireball,4939
34899,circle,5890
34900,circle,5890
34901,circle,5890
34902,cylinder,977
34903,disk,3853
34904,light,12895
34905,sphere,4134
34906,sphere,4134
34907,unknown,4359
34908,light,12895
34909,circle,5890
34910,circle,5890
34911,circle,5890
34912,cylinder,977
34913,other,4209
34914,other,4209
34915,triangle,6268
34916,circle,5890
34917,other,4209
34918,oval,2881
34919,sphere,4134
34920,light,12895
34921,sphere,4134
34922,triangle,6268
34923,fireball,4939
34924,other,4209
34925,fireball,4939
34926,fireball,4939
34927,cigar,1569
34928,oval,2881
34929,chevron,774
34930,disk,3853
34931,chevron,774
34932,chevron,774
34933,chevron,774
34934,cigar,1569
34935,cigar,1569
34936,circle,5890
34937,circle,5890
34938,circle,5890
34939,circle,5890
34940,cone,235
34941,diamond,884
34942,disk,3853
34943,disk,3853
34944,fireball,4939
34945,fireball,4939
34946,fireball,4939
34947,formation,1908
34948,light,12895
34949,light,12895
34950,light,12895
34951,light,12895
34952,light,12895
34953,light,12895
34954,light,12895
34955,light,12895
34956,light,12895
34957,light,12895
34958,other,4209
34959,other,4209
34960,oval,2881
34961,oval,2881
34962,oval,2881
34963,oval,2881
34964,oval,2881
34965,oval,2881
34966,rectangle,1010
34967,sphere,4134
34968,sphere,4134
34969,sphere,4134
34970,triangle,6268
34971,triangle,6268
34972,triangle,6268
34973,triangle,6268
34974,triangle,6268
34975,triangle,6268
34976,triangle,6268
34977,triangle,6268
34978,triangle,6268
34979,triangle,6268
34980,unknown,4359
34981,unknown,4359
34982,unknown,4359
34983,cigar,1569
34984,cigar,1569
34985,circle,5890
34986,circle,5890
34987,circle,5890
34988,circle,5890
34989,diamond,884
34990,disk,3853
34991,disk,3853
34992,light,12895
34993,other,4209
34994,rectangle,1010
34995,cone,235
34996,disk,3853
34997,cigar,1569
34998,circle,5890
34999,cross,177
35000,disk,3853
35001,disk,3853
35002,disk,3853
35003,disk,3853
35004,fireball,4939
35005,flash,1025
35006,flash,1025
35007,light,12895
35008,light,12895
35009,light,12895
35010,light,12895
35011,light,12895
35012,light,12895
35013,other,4209
35014,other,4209
35015,sphere,4134
35016,triangle,6268
35017,triangle,6268
35018,circle,5890
35019,triangle,6268
35020,changing,1517
35021,circle,5890
35022,disk,3853
35023,disk,3853
35024,fireball,4939
35025,formation,1908
35026,light,12895
35027,other,4209
35028,rectangle,1010
35029,triangle,6268
35030,triangle,6268
35031,cigar,1569
35032,fireball,4939
35033,other,4209
35034,sphere,4134
35035,unknown,4359
35036,formation,1908
35037,light,12895
35038,light,12895
35039,other,4209
35040,unknown,4359
35041,disk,3853
35042,unknown,4359
35043,circle,5890
35044,disk,3853
35045,light,12895
35046,cigar,1569
35047,changing,1517
35048,circle,5890
35049,disk,3853
35050,light,12895
35051,light,12895
35052,light,12895
35053,light,12895
35054,other,4209
35055,rectangle,1010
35056,triangle,6268
35057,triangle,6268
35058,fireball,4939
35059,rectangle,1010
35060,triangle,6268
35061,triangle,6268
35062,unknown,4359
35063,disk,3853
35064,cylinder,977
35065,diamond,884
35066,circle,5890
35067,triangle,6268
35068,triangle,6268
35069,changing,1517
35070,cigar,1569
35071,disk,3853
35072,disk,3853
35073,egg,555
35074,fireball,4939
35075,flash,1025
35076,formation,1908
35077,light,12895
35078,light,12895
35079,light,12895
35080,other,4209
35081,other,4209
35082,oval,2881
35083,triangle,6268
35084,triangle,6268
35085,triangle,6268
35086,triangle,6268
35087,other,4209
35088,unknown,4359
35089,other,4209
35090,oval,2881
35091,chevron,774
35092,changing,1517
35093,changing,1517
35094,circle,5890
35095,light,12895
35096,light,12895
35097,triangle,6268
35098,triangle,6268
35099,triangle,6268
35100,triangle,6268
35101,fireball,4939
35102,sphere,4134
35103,cigar,1569
35104,cylinder,977
35105,diamond,884
35106,light,12895
35107,diamond,884
35108,unknown,4359
35109,changing,1517
35110,triangle,6268
35111,oval,2881
35112,cylinder,977
35113,flash,1025
35114,circle,5890
35115,disk,3853
35116,light,12895
35117,circle,5890
35118,flash,1025
35119,other,4209
35120,light,12895
35121,sphere,4134
35122,disk,3853
35123,cigar,1569
35124,disk,3853
35125,fireball,4939
35126,fireball,4939
35127,light,12895
35128,other,4209
35129,other,4209
35130,other,4209
35131,oval,2881
35132,oval,2881
35133,rectangle,1010
35134,triangle,6268
35135,triangle,6268
35136,triangle,6268
35137,light,12895
35138,light,12895
35139,other,4209
35140,teardrop,560
35141,teardrop,560
35142,disk,3853
35143,unknown,4359
35144,light,12895
35145,other,4209
35146,light,12895
35147,light,12895
35148,triangle,6268
35149,circle,5890
35150,sphere,4134
35151,triangle,6268
35152,circle,5890
35153,triangle,6268
35154,disk,3853
35155,light,12895
35156,other,4209
35157,triangle,6268
35158,triangle,6268
35159,sphere,4134
35160,light,12895
35161,light,12895
35162,light,12895
35163,triangle,6268
35164,triangle,6268
35165,light,12895
35166,light,12895
35167,light,12895
35168,disk,3853
35169,disk,3853
35170,disk,3853
35171,disk,3853
35172,light,12895
35173,changing,1517
35174,circle,5890
35175,diamond,884
35176,disk,3853
35177,fireball,4939
35178,rectangle,1010
35179,sphere,4134
35180,sphere,4134
35181,sphere,4134
35182,unknown,4359
35183,unknown,4359
35184,fireball,4939
35185,sphere,4134
35186,unknown,4359
35187,fireball,4939
35188,diamond,884
35189,light,12895
35190,light,12895
35191,sphere,4134
35192,other,4209
35193,fireball,4939
35194,light,12895
35195,circle,5890
35196,fireball,4939
35197,sphere,4134
35198,triangle,6268
35199,fireball,4939
35200,changing,1517
35201,light,12895
35202,unknown,4359
35203,light,12895
35204,other,4209
35205,oval,2881
35206,other,4209
35207,triangle,6268
35208,fireball,4939
35209,light,12895
35210,light,12895
35211,sphere,4134
35212,triangle,6268
35213,unknown,4359
35214,circle,5890
35215,light,12895
35216,light,12895
35217,other,4209
35218,unknown,4359
35219,triangle,6268
35220,circle,5890
35221,light,12895
35222,circle,5890
35223,disk,3853
35224,fireball,4939
35225,oval,2881
35226,rectangle,1010
35227,sphere,4134
35228,light,12895
35229,other,4209
35230,unknown,4359
35231,formation,1908
35232,light,12895
35233,rectangle,1010
35234,rectangle,1010
35235,unknown,4359
35236,other,4209
35237,sphere,4134
35238,rectangle,1010
35239,circle,5890
35240,circle,5890
35241,light,12895
35242,oval,2881
35243,oval,2881
35244,triangle,6268
35245,triangle,6268
35246,light,12895
35247,triangle,6268
35248,changing,1517
35249,changing,1517
35250,changing,1517
35251,changing,1517
35252,cigar,1569
35253,cigar,1569
35254,circle,5890
35255,circle,5890
35256,circle,5890
35257,circle,5890
35258,circle,5890
35259,circle,5890
35260,circle,5890
35261,cylinder,977
35262,diamond,884
35263,disk,3853
35264,disk,3853
35265,egg,555
35266,fireball,4939
35267,fireball,4939
35268,fireball,4939
35269,formation,1908
35270,formation,1908
35271,light,12895
35272,light,12895
35273,light,12895
35274,light,12895
35275,light,12895
35276,light,12895
35277,light,12895
35278,light,12895
35279,light,12895
35280,light,12895
35281,light,12895
35282,light,12895
35283,light,12895
35284,light,12895
35285,light,12895
35286,light,12895
35287,other,4209
35288,other,4209
35289,other,4209
35290,other,4209
35291,other,4209
35292,other,4209
35293,oval,2881
35294,oval,2881
35295,sphere,4134
35296,sphere,4134
35297,sphere,4134
35298,sphere,4134
35299,teardrop,560
35300,triangle,6268
35301,triangle,6268
35302,unknown,4359
35303,unknown,4359
35304,unknown,4359
35305,unknown,4359
35306,disk,3853
35307,fireball,4939
35308,sphere,4134
35309,changing,1517
35310,circle,5890
35311,cylinder,977
35312,fireball,4939
35313,light,12895
35314,oval,2881
35315,light,12895
35316,circle,5890
35317,light,12895
35318,cigar,1569
35319,unknown,4359
35320,circle,5890
35321,circle,5890
35322,circle,5890
35323,circle,5890
35324,circle,5890
35325,disk,3853
35326,fireball,4939
35327,formation,1908
35328,other,4209
35329,other,4209
35330,rectangle,1010
35331,triangle,6268
35332,triangle,6268
35333,triangle,6268
35334,triangle,6268
35335,cone,235
35336,formation,1908
35337,light,12895
35338,other,4209
35339,other,4209
35340,sphere,4134
35341,sphere,4134
35342,changing,1517
35343,chevron,774
35344,cigar,1569
35345,cigar,1569
35346,circle,5890
35347,circle,5890
35348,circle,5890
35349,circle,5890
35350,circle,5890
35351,circle,5890
35352,circle,5890
35353,circle,5890
35354,circle,5890
35355,circle,5890
35356,circle,5890
35357,circle,5890
35358,cylinder,977
35359,diamond,884
35360,diamond,884
35361,diamond,884
35362,disk,3853
35363,disk,3853
35364,disk,3853
35365,disk,3853
35366,disk,3853
35367,disk,3853
35368,disk,3853
35369,disk,3853
35370,disk,3853
35371,egg,555
35372,fireball,4939
35373,fireball,4939
35374,fireball,4939
35375,fireball,4939
35376,fireball,4939
35377,fireball,4939
35378,fireball,4939
35379,fireball,4939
35380,flash,1025
35381,formation,1908
35382,formation,1908
35383,light,12895
35384,light,12895
35385,light,12895
35386,light,12895
35387,light,12895
35388,light,12895
35389,light,12895
35390,light,12895
35391,light,12895
35392,light,12895
35393,light,12895
35394,light,12895
35395,light,12895
35396,light,12895
35397,light,12895
35398,light,12895
35399,light,12895
35400,light,12895
35401,light,12895
35402,other,4209
35403,other,4209
35404,other,4209
35405,other,4209
35406,other,4209
35407,other,4209
35408,oval,2881
35409,oval,2881
35410,oval,2881
35411,oval,2881
35412,oval,2881
35413,rectangle,1010
35414,rectangle,1010
35415,rectangle,1010
35416,sphere,4134
35417,sphere,4134
35418,sphere,4134
35419,sphere,4134
35420,sphere,4134
35421,sphere,4134
35422,sphere,4134
35423,sphere,4134
35424,sphere,4134
35425,sphere,4134
35426,sphere,4134
35427,teardrop,560
35428,teardrop,560
35429,teardrop,560
35430,teardrop,560
35431,triangle,6268
35432,triangle,6268
35433,triangle,6268
35434,triangle,6268
35435,triangle,6268
35436,triangle,6268
35437,triangle,6268
35438,triangle,6268
35439,triangle,6268
35440,triangle,6268
35441,triangle,6268
35442,triangle,6268
35443,triangle,6268
35444,unknown,4359
35445,unknown,4359
35446,unknown,4359
35447,unknown,4359
35448,unknown,4359
35449,unknown,4359
35450,unknown,4359
35451,unknown,4359
35452,unknown,4359
35453,sphere,4134
35454,cigar,1569
35455,oval,2881
35456,oval,2881
35457,cigar,1569
35458,cigar,1569
35459,circle,5890
35460,circle,5890
35461,light,12895
35462,light,12895
35463,light,12895
35464,rectangle,1010
35465,rectangle,1010
35466,unknown,4359
35467,light,12895
35468,cigar,1569
35469,fireball,4939
35470,light,12895
35471,sphere,4134
35472,cylinder,977
35473,chevron,774
35474,light,12895
35475,formation,1908
35476,rectangle,1010
35477,triangle,6268
35478,changing,1517
35479,flash,1025
35480,light,12895
35481,light,12895
35482,other,4209
35483,other,4209
35484,light,12895
35485,sphere,4134
35486,sphere,4134
35487,formation,1908
35488,light,12895
35489,light,12895
35490,unknown,4359
35491,light,12895
35492,other,4209
35493,triangle,6268
35494,unknown,4359
35495,cigar,1569
35496,cigar,1569
35497,light,12895
35498,flash,1025
35499,light,12895
35500,other,4209
35501,egg,555
35502,other,4209
35503,fireball,4939
35504,light,12895
35505,light,12895
35506,sphere,4134
35507,teardrop,560
35508,cross,177
35509,light,12895
35510,fireball,4939
35511,light,12895
35512,circle,5890
35513,fireball,4939
35514,cigar,1569
35515,oval,2881
35516,light,12895
35517,sphere,4134
35518,cylinder,977
35519,formation,1908
35520,sphere,4134
35521,changing,1517
35522,circle,5890
35523,cigar,1569
35524,sphere,4134
35525,light,12895
35526,fireball,4939
35527,light,12895
35528,light,12895
35529,unknown,4359
35530,circle,5890
35531,circle,5890
35532,light,12895
35533,light,12895
35534,light,12895
35535,light,12895
35536,light,12895
35537,circle,5890
35538,disk,3853
35539,circle,5890
35540,light,12895
35541,other,4209
35542,other,4209
35543,diamond,884
35544,circle,5890
35545,disk,3853
35546,formation,1908
35547,light,12895
35548,oval,2881
35549,rectangle,1010
35550,cigar,1569
35551,light,12895
35552,oval,2881
35553,changing,1517
35554,circle,5890
35555,light,12895
35556,triangle,6268
35557,unknown,4359
35558,other,4209
35559,sphere,4134
35560,other,4209
35561,light,12895
35562,unknown,4359
35563,cigar,1569
35564,formation,1908
35565,circle,5890
35566,circle,5890
35567,fireball,4939
35568,changing,1517
35569,light,12895
35570,light,12895
35571,other,4209
35572,light,12895
35573,chevron,774
35574,cigar,1569
35575,circle,5890
35576,formation,1908
35577,light,12895
35578,other,4209
35579,rectangle,1010
35580,triangle,6268
35581,circle,5890
35582,triangle,6268
35583,light,12895
35584,light,12895
35585,unknown,4359
35586,egg,555
35587,disk,3853
35588,disk,3853
35589,light,12895
35590,sphere,4134
35591,unknown,4359
35592,cigar,1569
35593,fireball,4939
35594,light,12895
35595,triangle,6268
35596,triangle,6268
35597,triangle,6268
35598,triangle,6268
35599,unknown,4359
35600,unknown,4359
35601,triangle,6268
35602,triangle,6268
35603,changing,1517
35604,light,12895
35605,other,4209
35606,other,4209
35607,rectangle,1010
35608,light,12895
35609,triangle,6268
35610,oval,2881
35611,light,12895
35612,oval,2881
35613,other,4209
35614,triangle,6268
35615,changing,1517
35616,changing,1517
35617,cigar,1569
35618,cigar,1569
35619,diamond,884
35620,diamond,884
35621,disk,3853
35622,disk,3853
35623,light,12895
35624,light,12895
35625,triangle,6268
35626,light,12895
35627,circle,5890
35628,other,4209
35629,circle,5890
35630,disk,3853
35631,disk,3853
35632,other,4209
35633,egg,555
35634,fireball,4939
35635,light,12895
35636,triangle,6268
35637,sphere,4134
35638,circle,5890
35639,disk,3853
35640,light,12895
35641,formation,1908
35642,light,12895
35643,light,12895
35644,other,4209
35645,flash,1025
35646,sphere,4134
35647,changing,1517
35648,triangle,6268
35649,sphere,4134
35650,circle,5890
35651,circle,5890
35652,disk,3853
35653,light,12895
35654,sphere,4134
35655,sphere,4134
35656,triangle,6268
35657,chevron,774
