,Year,Year_count
33347,1997,856
33348,2008,3867
33349,2013,5862
33350,2011,4215
33351,2011,4215
33352,1998,1191
33353,2014,1894
33354,2010,3423
33355,2002,2298
33356,2011,4215
33357,2010,3423
33358,2011,4215
33359,1997,856
33360,2007,3338
33361,2011,4215
33362,2009,3502
33363,2011,4215
33364,2005,3046
33365,2008,3867
33366,2001,2295
33367,1998,1191
33368,2011,4215
33369,2000,2012
33370,2004,3067
33371,2013,5862
33372,2008,3867
33373,2009,3502
33374,2013,5862
33375,2004,3067
33376,2008,3867
33377,1963,56
33378,2013,5862
33379,2009,3502
33380,2001,2295
33381,1994,283
33382,2012,6096
33383,2014,1894
33384,2003,2782
33385,2008,3867
33386,2010,3423
33387,2005,3046
33388,2006,2749
33389,2013,5862
33390,2012,6096
33391,2012,6096
33392,2001,2295
33393,2004,3067
33394,2010,3423
33395,2005,3046
33396,2005,3046
33397,2009,3502
33398,2008,3867
33399,2013,5862
33400,2009,3502
33401,2003,2782
33402,2008,3867
33403,2012,6096
33404,2004,3067
33405,2012,6096
33406,2013,5862
33407,2011,4215
33408,2007,3338
33409,2011,4215
33410,2012,6096
33411,2012,6096
33412,1984,131
33413,2014,1894
33414,2008,3867
33415,1973,166
33416,1994,283
33417,2009,3502
33418,1998,1191
33419,2012,6096
33420,2008,3867
33421,1998,1191
33422,2011,4215
33423,2008,3867
33424,2009,3502
33425,2010,3423
33426,1998,1191
33427,2012,6096
33428,2003,2782
33429,2005,3046
33430,1987,156
33431,2013,5862
33432,1997,856
33433,1999,1924
33434,1972,107
33435,2010,3423
33436,1991,165
33437,1997,856
33438,2012,6096
33439,2011,4215
33440,1995,378
33441,2003,2782
33442,2007,3338
33443,2010,3423
33444,2006,2749
33445,1977,190
33446,2003,2782
33447,2010,3423
33448,2012,6096
33449,2009,3502
33450,2003,2782
33451,2011,4215
33452,2012,6096
33453,1998,1191
33454,2012,6096
33455,2012,6096
33456,2011,4215
33457,2004,3067
33458,2012,6096
33459,2012,6096
33460,2008,3867
33461,2004,3067
33462,2000,2012
33463,1997,856
33464,2004,3067
33465,2004,3067
33466,2007,3338
33467,2001,2295
33468,2010,3423
33469,2013,5862
33470,2013,5862
33471,2013,5862
33472,2005,3046
33473,2003,2782
33474,2008,3867
33475,2008,3867
33476,2007,3338
33477,2001,2295
33478,2011,4215
33479,2012,6096
33480,2003,2782
33481,2007,3338
33482,1997,856
33483,2008,3867
33484,2007,3338
33485,2004,3067
33486,2004,3067
33487,2001,2295
33488,2010,3423
33489,2008,3867
33490,2001,2295
33491,1979,170
33492,1973,166
33493,2006,2749
33494,2009,3502
33495,2011,4215
33496,2011,4215
33497,1995,378
33498,2001,2295
33499,1968,157
33500,1968,157
33501,1976,206
33502,2000,2012
33503,2006,2749
33504,2005,3046
33505,2010,3423
33506,2014,1894
33507,2005,3046
33508,2013,5862
33509,2005,3046
33510,1979,170
33511,2007,3338
33512,2011,4215
33513,2012,6096
33514,2012,6096
33515,2011,4215
33516,2013,5862
33517,1999,1924
33518,2012,6096
33519,2013,5862
33520,1971,88
33521,2013,5862
33522,2013,5862
33523,2007,3338
33524,1973,166
33525,2011,4215
33526,2005,3046
33527,2012,6096
33528,2012,6096
33529,2009,3502
33530,2012,6096
33531,1972,107
33532,1972,107
33533,2005,3046
33534,2011,4215
33535,2011,4215
33536,2013,5862
33537,2010,3423
33538,2005,3046
33539,2005,3046
33540,2010,3423
33541,2010,3423
33542,2011,4215
33543,2012,6096
33544,2013,5862
33545,2012,6096
33546,2013,5862
33547,1997,856
33548,2004,3067
33549,2012,6096
33550,1986,134
33551,1986,134
33552,1981,123
33553,2009,3502
33554,2003,2782
33555,2005,3046
33556,2011,4215
33557,2013,5862
33558,2014,1894
33559,2003,2782
33560,2012,6096
33561,2011,4215
33562,1987,156
33563,1987,156
33564,2013,5862
33565,2013,5862
33566,2012,6096
33567,2010,3423
33568,2012,6096
33569,2012,6096
33570,2002,2298
33571,2013,5862
33572,2012,6096
33573,2012,6096
33574,2007,3338
33575,2012,6096
33576,2005,3046
33577,2014,1894
33578,2012,6096
33579,2010,3423
33580,2003,2782
33581,2012,6096
33582,2011,4215
33583,1998,1191
33584,2013,5862
33585,2012,6096
33586,2012,6096
33587,2011,4215
33588,2013,5862
33589,2005,3046
33590,2008,3867
33591,2012,6096
33592,2013,5862
33593,2007,3338
33594,2012,6096
33595,2012,6096
33596,2011,4215
33597,2006,2749
33598,2007,3338
33599,2007,3338
33600,2014,1894
33601,2004,3067
33602,2014,1894
33603,2005,3046
33604,2008,3867
33605,2012,6096
33606,2003,2782
33607,2010,3423
33608,2013,5862
33609,2008,3867
33610,2001,2295
33611,1996,396
33612,2010,3423
33613,2011,4215
33614,2008,3867
33615,2001,2295
33616,2013,5862
33617,2008,3867
33618,2005,3046
33619,2012,6096
33620,2005,3046
33621,1999,1924
33622,1999,1924
33623,2004,3067
33624,2007,3338
33625,2011,4215
33626,2013,5862
33627,2009,3502
33628,2005,3046
33629,2004,3067
33630,2002,2298
33631,1997,856
33632,2005,3046
33633,2010,3423
33634,1999,1924
33635,2011,4215
33636,2002,2298
33637,2009,3502
33638,2011,4215
33639,2013,5862
33640,2006,2749
33641,2008,3867
33642,2001,2295
33643,2008,3867
33644,2002,2298
33645,2008,3867
33646,2012,6096
33647,2007,3338
33648,2002,2298
33649,2011,4215
33650,2012,6096
33651,2008,3867
33652,2009,3502
33653,2009,3502
33654,2008,3867
33655,2001,2295
33656,2014,1894
33657,2004,3067
33658,1975,228
33659,2004,3067
33660,2007,3338
33661,1994,283
33662,2003,2782
33663,2000,2012
33664,2007,3338
33665,2013,5862
33666,2012,6096
33667,2011,4215
33668,2011,4215
33669,2010,3423
33670,1999,1924
33671,2012,6096
33672,2010,3423
33673,2008,3867
33674,2005,3046
33675,2011,4215
33676,2004,3067
33677,2013,5862
33678,2005,3046
33679,2006,2749
33680,2010,3423
33681,2005,3046
33682,1999,1924
33683,2002,2298
33684,1995,378
33685,2003,2782
33686,2005,3046
33687,2004,3067
33688,2002,2298
33689,2012,6096
33690,2007,3338
33691,2010,3423
33692,2011,4215
33693,2009,3502
33694,2008,3867
33695,2007,3338
33696,2007,3338
33697,1997,856
33698,2002,2298
33699,2009,3502
33700,2012,6096
33701,2006,2749
33702,2012,6096
33703,2013,5862
33704,2003,2782
33705,2003,2782
33706,1999,1924
33707,2007,3338
33708,1999,1924
33709,2008,3867
33710,2005,3046
33711,2013,5862
33712,2013,5862
33713,1999,1924
33714,2014,1894
33715,2007,3338
33716,2006,2749
33717,1973,166
33718,2007,3338
33719,2003,2782
33720,2003,2782
33721,2006,2749
33722,2001,2295
33723,2000,2012
33724,2010,3423
33725,2013,5862
33726,2006,2749
33727,2004,3067
33728,2008,3867
33729,2013,5862
33730,2013,5862
33731,2001,2295
33732,2009,3502
33733,2013,5862
33734,2007,3338
33735,2003,2782
33736,2011,4215
33737,2002,2298
33738,2001,2295
33739,2001,2295
33740,2005,3046
33741,2003,2782
33742,1997,856
33743,2012,6096
33744,1999,1924
33745,2004,3067
33746,2012,6096
33747,2003,2782
33748,2012,6096
33749,2000,2012
33750,2001,2295
33751,2007,3338
33752,2008,3867
33753,2010,3423
33754,2011,4215
33755,2010,3423
33756,2001,2295
33757,1997,856
33758,2014,1894
33759,2006,2749
33760,2013,5862
33761,2013,5862
33762,1978,231
33763,2003,2782
33764,2008,3867
33765,2012,6096
33766,2001,2295
33767,2012,6096
33768,1974,200
33769,1986,134
33770,2007,3338
33771,2007,3338
33772,2011,4215
33773,2013,5862
33774,2014,1894
33775,2009,3502
33776,2003,2782
33777,2010,3423
33778,1988,163
33779,2012,6096
33780,2011,4215
33781,2012,6096
33782,2007,3338
33783,2010,3423
33784,2007,3338
33785,2002,2298
33786,1999,1924
33787,2003,2782
33788,2010,3423
33789,2008,3867
33790,1977,190
33791,2003,2782
33792,2011,4215
33793,2011,4215
33794,2002,2298
33795,2012,6096
33796,2013,5862
33797,2012,6096
33798,2010,3423
33799,2005,3046
33800,2013,5862
33801,2003,2782
33802,2014,1894
33803,2011,4215
33804,2010,3423
33805,2012,6096
33806,1994,283
33807,2009,3502
33808,2013,5862
33809,2005,3046
33810,1972,107
33811,2004,3067
33812,1997,856
33813,2010,3423
33814,2007,3338
33815,2002,2298
33816,2012,6096
33817,2011,4215
33818,2011,4215
33819,2008,3867
33820,2010,3423
33821,2005,3046
33822,1993,204
33823,2014,1894
33824,2003,2782
33825,1974,200
33826,1974,200
33827,2014,1894
33828,2012,6096
33829,2006,2749
33830,1989,180
33831,2009,3502
33832,2013,5862
33833,1987,156
33834,2008,3867
33835,2006,2749
33836,1974,200
33837,2004,3067
33838,2010,3423
33839,2002,2298
33840,2008,3867
33841,2013,5862
33842,2002,2298
33843,2012,6096
33844,2011,4215
33845,2003,2782
33846,2002,2298
33847,2011,4215
33848,2006,2749
33849,2013,5862
33850,2014,1894
33851,2000,2012
33852,2013,5862
33853,2013,5862
33854,1995,378
33855,2008,3867
33856,2008,3867
33857,2009,3502
33858,2011,4215
33859,2008,3867
33860,2009,3502
33861,2001,2295
33862,2014,1894
33863,2009,3502
33864,2012,6096
33865,2005,3046
33866,2012,6096
33867,2013,5862
33868,2004,3067
33869,2008,3867
33870,1981,123
33871,2004,3067
33872,2013,5862
33873,2009,3502
33874,2008,3867
33875,2014,1894
33876,2001,2295
33877,2010,3423
33878,2007,3338
33879,1993,204
33880,2000,2012
33881,2012,6096
33882,2012,6096
33883,2005,3046
33884,2013,5862
33885,2012,6096
33886,1996,396
33887,1989,180
33888,2003,2782
33889,2008,3867
33890,2001,2295
33891,2014,1894
33892,2013,5862
33893,2011,4215
33894,2010,3423
33895,2013,5862
33896,2013,5862
33897,2013,5862
33898,2011,4215
33899,2002,2298
33900,2012,6096
33901,2007,3338
33902,2013,5862
33903,2012,6096
33904,2010,3423
33905,2000,2012
33906,2009,3502
33907,2005,3046
33908,2010,3423
33909,2004,3067
33910,2009,3502
33911,2012,6096
33912,1996,396
33913,1990,170
33914,1982,122
33915,2013,5862
33916,2007,3338
33917,2012,6096
33918,2013,5862
33919,2008,3867
33920,1962,49
33921,1965,145
33922,2003,2782
33923,2012,6096
33924,1979,170
33925,1995,378
33926,2008,3867
33927,1978,231
33928,2012,6096
33929,2011,4215
33930,2013,5862
33931,2008,3867
33932,2004,3067
33933,1984,131
33934,2005,3046
33935,1999,1924
33936,2007,3338
33937,2010,3423
33938,2011,4215
33939,2008,3867
33940,2011,4215
33941,2013,5862
33942,1996,396
33943,2011,4215
33944,2004,3067
33945,2012,6096
33946,1997,856
33947,2011,4215
33948,2013,5862
33949,2013,5862
33950,2011,4215
33951,2008,3867
33952,2013,5862
33953,2010,3423
33954,2014,1894
33955,2009,3502
33956,2005,3046
33957,2006,2749
33958,2006,2749
33959,2014,1894
33960,1990,170
33961,1989,180
33962,1993,204
33963,2001,2295
33964,2004,3067
33965,2010,3423
33966,2013,5862
33967,2011,4215
33968,1999,1924
33969,2007,3338
33970,2012,6096
33971,2006,2749
33972,1989,180
33973,2012,6096
33974,2009,3502
33975,2011,4215
33976,1995,378
33977,2009,3502
33978,2008,3867
33979,2008,3867
33980,2011,4215
33981,2012,6096
33982,2011,4215
33983,2011,4215
33984,2011,4215
33985,2014,1894
33986,2011,4215
33987,2012,6096
33988,1991,165
33989,2011,4215
33990,2014,1894
33991,2001,2295
33992,2014,1894
33993,2007,3338
33994,2012,6096
33995,1993,204
33996,2010,3423
33997,2014,1894
33998,1983,105
33999,2011,4215
34000,2013,5862
34001,2007,3338
34002,2011,4215
34003,2013,5862
34004,2010,3423
34005,2011,4215
34006,2005,3046
34007,1993,204
34008,2011,4215
34009,2001,2295
34010,2001,2295
34011,2011,4215
34012,2013,5862
34013,2008,3867
34014,2003,2782
34015,2013,5862
34016,1992,168
34017,2004,3067
34018,2011,4215
34019,2012,6096
34020,2012,6096
34021,2010,3423
34022,2011,4215
34023,2011,4215
34024,2004,3067
34025,2004,3067
34026,1983,105
34027,2012,6096
34028,1999,1924
34029,2013,5862
34030,1975,228
34031,1997,856
34032,2013,5862
34033,2011,4215
34034,1982,122
34035,2011,4215
34036,1997,856
34037,1997,856
34038,2004,3067
34039,1960,46
34040,2005,3046
34041,2002,2298
34042,2001,2295
34043,2011,4215
34044,1961,39
34045,2012,6096
34046,2010,3423
34047,2012,6096
34048,2011,4215
34049,2008,3867
34050,2004,3067
34051,1994,283
34052,1961,39
34053,2013,5862
34054,2012,6096
34055,2014,1894
34056,2013,5862
34057,1999,1924
34058,2006,2749
34059,2004,3067
34060,2005,3046
34061,1968,157
34062,2010,3423
34063,1972,107
34064,2012,6096
34065,2003,2782
34066,2005,3046
34067,2006,2749
34068,2011,4215
34069,1972,107
34070,2013,5862
34071,1997,856
34072,2004,3067
34073,1996,396
34074,2002,2298
34075,2012,6096
34076,1998,1191
34077,2010,3423
34078,2000,2012
34079,2011,4215
34080,1994,283
34081,2009,3502
34082,2009,3502
34083,2012,6096
34084,2005,3046
34085,2010,3423
34086,2010,3423
34087,1982,122
34088,2012,6096
34089,2012,6096
34090,2013,5862
34091,2011,4215
34092,2014,1894
34093,2014,1894
34094,2001,2295
34095,2000,2012
34096,2013,5862
34097,2009,3502
34098,2011,4215
34099,2011,4215
34100,2000,2012
34101,2002,2298
34102,2013,5862
34103,2008,3867
34104,2011,4215
34105,2008,3867
34106,2000,2012
34107,2011,4215
34108,2013,5862
34109,2010,3423
34110,2005,3046
34111,1998,1191
34112,2009,3502
34113,2013,5862
34114,2011,4215
34115,1967,138
34116,1998,1191
34117,2009,3502
34118,2010,3423
34119,2005,3046
34120,1985,153
34121,2011,4215
34122,2012,6096
34123,2012,6096
34124,2003,2782
34125,2010,3423
34126,2008,3867
34127,1997,856
34128,2008,3867
34129,1994,283
34130,2007,3338
34131,2011,4215
34132,2003,2782
34133,1981,123
34134,2009,3502
34135,2008,3867
34136,2011,4215
34137,2008,3867
34138,2005,3046
34139,2007,3338
34140,2007,3338
34141,2011,4215
34142,2005,3046
34143,2007,3338
34144,2001,2295
34145,2011,4215
34146,2007,3338
34147,2012,6096
34148,1966,144
34149,1966,144
34150,2010,3423
34151,1997,856
34152,2004,3067
34153,2008,3867
34154,2013,5862
34155,2012,6096
34156,2012,6096
34157,2008,3867
34158,2011,4215
34159,2012,6096
34160,2014,1894
34161,2012,6096
34162,2008,3867
34163,1989,180
34164,2012,6096
34165,2007,3338
34166,2009,3502
34167,2010,3423
34168,2013,5862
34169,2009,3502
34170,2006,2749
34171,1996,396
34172,2009,3502
34173,2013,5862
34174,2013,5862
34175,1982,122
34176,2007,3338
34177,2013,5862
34178,2003,2782
34179,2007,3338
34180,2011,4215
34181,2003,2782
34182,2007,3338
34183,2012,6096
34184,2011,4215
34185,2002,2298
34186,1989,180
34187,1988,163
34188,2006,2749
34189,2001,2295
34190,2010,3423
34191,2011,4215
34192,2010,3423
34193,2011,4215
34194,2013,5862
34195,2011,4215
34196,2011,4215
34197,2013,5862
34198,2012,6096
34199,2012,6096
34200,2012,6096
34201,2012,6096
34202,2009,3502
34203,2011,4215
34204,2008,3867
34205,1982,122
34206,2012,6096
34207,2012,6096
34208,2006,2749
34209,2012,6096
34210,2002,2298
34211,2009,3502
34212,2012,6096
34213,2012,6096
34214,2012,6096
34215,2006,2749
34216,2005,3046
34217,2014,1894
34218,2007,3338
34219,2012,6096
34220,2007,3338
34221,2012,6096
34222,2010,3423
34223,2009,3502
34224,2006,2749
34225,2014,1894
34226,1979,170
34227,2012,6096
34228,2006,2749
34229,2014,1894
34230,2010,3423
34231,2008,3867
34232,2008,3867
34233,2007,3338
34234,2013,5862
34235,2013,5862
34236,2003,2782
34237,2005,3046
34238,2008,3867
34239,2014,1894
34240,2006,2749
34241,2012,6096
34242,2009,3502
34243,2005,3046
34244,2006,2749
34245,2005,3046
34246,2002,2298
34247,2013,5862
34248,2004,3067
34249,2007,3338
34250,1975,228
34251,2012,6096
34252,2010,3423
34253,2005,3046
34254,2008,3867
34255,2012,6096
34256,1951,11
34257,2010,3423
34258,2010,3423
34259,2013,5862
34260,2007,3338
34261,2007,3338
34262,2009,3502
34263,2012,6096
34264,1994,283
34265,2003,2782
34266,1976,206
34267,2007,3338
34268,2007,3338
34269,2007,3338
34270,2001,2295
34271,2003,2782
34272,2003,2782
34273,2008,3867
34274,2006,2749
34275,2008,3867
34276,2012,6096
34277,2007,3338
34278,2012,6096
34279,2005,3046
34280,2013,5862
34281,2012,6096
34282,2010,3423
34283,2009,3502
34284,2006,2749
34285,1997,856
34286,2004,3067
34287,2012,6096
34288,1999,1924
34289,2010,3423
34290,2012,6096
34291,2002,2298
34292,2005,3046
34293,2014,1894
34294,2012,6096
34295,2014,1894
34296,2008,3867
34297,2007,3338
34298,2004,3067
34299,2007,3338
34300,2011,4215
34301,2013,5862
34302,2010,3423
34303,2014,1894
34304,2005,3046
34305,2013,5862
34306,2003,2782
34307,2013,5862
34308,1999,1924
34309,2007,3338
34310,2012,6096
34311,1998,1191
34312,2013,5862
34313,2013,5862
34314,2011,4215
34315,2010,3423
34316,2004,3067
34317,2011,4215
34318,2009,3502
34319,2005,3046
34320,2011,4215
34321,2013,5862
34322,2007,3338
34323,2009,3502
34324,1973,166
34325,2010,3423
34326,2008,3867
34327,2008,3867
34328,2009,3502
34329,2007,3338
34330,2005,3046
34331,2004,3067
34332,2013,5862
34333,2011,4215
34334,2011,4215
34335,2013,5862
34336,2013,5862
34337,2012,6096
34338,1972,107
34339,2009,3502
34340,2012,6096
34341,1990,170
34342,1998,1191
34343,2005,3046
34344,2012,6096
34345,2009,3502
34346,2005,3046
34347,2005,3046
34348,2006,2749
34349,2009,3502
34350,2009,3502
34351,2012,6096
34352,1973,166
34353,1971,88
34354,1979,170
34355,2013,5862
34356,2011,4215
34357,1988,163
34358,2013,5862
34359,2007,3338
34360,2012,6096
34361,2013,5862
34362,1999,1924
34363,2008,3867
34364,2007,3338
34365,2004,3067
34366,2002,2298
34367,2013,5862
34368,2009,3502
34369,2011,4215
34370,2005,3046
34371,2013,5862
34372,2014,1894
34373,2014,1894
34374,2013,5862
34375,2011,4215
34376,2011,4215
34377,1987,156
34378,2005,3046
34379,2008,3867
34380,2002,2298
34381,2006,2749
34382,2012,6096
34383,2012,6096
34384,2010,3423
34385,2008,3867
34386,2004,3067
34387,2003,2782
34388,2006,2749
34389,2007,3338
34390,2013,5862
34391,2008,3867
34392,2013,5862
34393,2012,6096
34394,2005,3046
34395,1999,1924
34396,2005,3046
34397,2007,3338
34398,2006,2749
34399,2012,6096
34400,2012,6096
34401,2006,2749
34402,2009,3502
34403,2012,6096
34404,2002,2298
34405,2012,6096
34406,1987,156
34407,2013,5862
34408,1999,1924
34409,2009,3502
34410,2003,2782
34411,2006,2749
34412,2010,3423
34413,2003,2782
34414,2009,3502
34415,2005,3046
34416,1995,378
34417,2008,3867
34418,2003,2782
34419,2011,4215
34420,2014,1894
34421,1958,36
34422,2012,6096
34423,2006,2749
34424,2009,3502
34425,2006,2749
34426,2005,3046
34427,1989,180
34428,1996,396
34429,2006,2749
34430,2004,3067
34431,2003,2782
34432,2014,1894
34433,1978,231
34434,2011,4215
34435,2007,3338
34436,1985,153
34437,2012,6096
34438,2009,3502
34439,2001,2295
34440,2007,3338
34441,2011,4215
34442,2007,3338
34443,1998,1191
34444,2013,5862
34445,2010,3423
34446,2009,3502
34447,2003,2782
34448,2007,3338
34449,2013,5862
34450,2010,3423
34451,2008,3867
34452,2008,3867
34453,2012,6096
34454,2006,2749
34455,2003,2782
34456,1955,20
34457,2014,1894
34458,2005,3046
34459,2014,1894
34460,2011,4215
34461,2011,4215
34462,1993,204
34463,1999,1924
34464,2000,2012
34465,2000,2012
34466,2013,5862
34467,2006,2749
34468,2001,2295
34469,1980,179
34470,2011,4215
34471,2014,1894
34472,1998,1191
34473,1988,163
34474,1989,180
34475,2002,2298
34476,2012,6096
34477,2009,3502
34478,2014,1894
34479,2013,5862
34480,2014,1894
34481,2011,4215
34482,2002,2298
34483,2014,1894
34484,2013,5862
34485,2003,2782
34486,2008,3867
34487,2006,2749
34488,2008,3867
34489,2013,5862
34490,2013,5862
34491,2013,5862
34492,2013,5862
34493,2005,3046
34494,2008,3867
34495,2013,5862
34496,2001,2295
34497,2005,3046
34498,2006,2749
34499,1989,180
34500,1992,168
34501,2013,5862
34502,2000,2012
34503,2000,2012
34504,1998,1191
34505,2012,6096
34506,2012,6096
34507,2011,4215
34508,2013,5862
34509,1973,166
34510,2009,3502
34511,2009,3502
34512,2011,4215
34513,2010,3423
34514,2010,3423
34515,2012,6096
34516,2012,6096
34517,2005,3046
34518,2008,3867
34519,2004,3067
34520,2013,5862
34521,2007,3338
34522,2012,6096
34523,2012,6096
34524,2012,6096
34525,2012,6096
34526,2005,3046
34527,2004,3067
34528,2004,3067
34529,2007,3338
34530,2012,6096
34531,2001,2295
34532,2011,4215
34533,2002,2298
34534,2010,3423
34535,2012,6096
34536,2005,3046
34537,2013,5862
34538,2012,6096
34539,2012,6096
34540,2012,6096
34541,2008,3867
34542,2013,5862
34543,2007,3338
34544,2005,3046
34545,2012,6096
34546,2011,4215
34547,1999,1924
34548,2010,3423
34549,2007,3338
34550,2012,6096
34551,2008,3867
34552,2013,5862
34553,2008,3867
34554,2012,6096
34555,2007,3338
34556,2005,3046
34557,2012,6096
34558,2013,5862
34559,2012,6096
34560,2011,4215
34561,2009,3502
34562,2011,4215
34563,2013,5862
34564,2011,4215
34565,2007,3338
34566,2012,6096
34567,2012,6096
34568,2013,5862
34569,2003,2782
34570,1999,1924
34571,2010,3423
34572,2012,6096
34573,2011,4215
34574,2013,5862
34575,2012,6096
34576,2011,4215
34577,2011,4215
34578,2013,5862
34579,2011,4215
34580,2011,4215
34581,2012,6096
34582,2009,3502
34583,2011,4215
34584,2011,4215
34585,2011,4215
34586,1997,856
34587,2005,3046
34588,1982,122
34589,2004,3067
34590,2005,3046
34591,2008,3867
34592,2002,2298
34593,2012,6096
34594,2002,2298
34595,2010,3423
34596,2010,3423
34597,2009,3502
34598,2008,3867
34599,1995,378
34600,2013,5862
34601,2011,4215
34602,2007,3338
34603,2003,2782
34604,2007,3338
34605,2008,3867
34606,2008,3867
34607,2010,3423
34608,2007,3338
34609,2003,2782
34610,2006,2749
34611,2003,2782
34612,2004,3067
34613,2013,5862
34614,2014,1894
34615,2010,3423
34616,2004,3067
34617,2006,2749
34618,2005,3046
34619,2011,4215
34620,2014,1894
34621,2014,1894
34622,2011,4215
34623,2012,6096
34624,2010,3423
34625,2005,3046
34626,2010,3423
34627,2009,3502
34628,2010,3423
34629,2010,3423
34630,2008,3867
34631,2012,6096
34632,2014,1894
34633,1999,1924
34634,1975,228
34635,2000,2012
34636,2014,1894
34637,2010,3423
34638,2003,2782
34639,2014,1894
34640,2004,3067
34641,2004,3067
34642,2013,5862
34643,2012,6096
34644,2006,2749
34645,2004,3067
34646,2010,3423
34647,2001,2295
34648,2012,6096
34649,2013,5862
34650,2009,3502
34651,2007,3338
34652,2005,3046
34653,2011,4215
34654,2011,4215
34655,2001,2295
34656,2012,6096
34657,2001,2295
34658,2013,5862
34659,2010,3423
34660,2001,2295
34661,2009,3502
34662,2012,6096
34663,2002,2298
34664,2008,3867
34665,2011,4215
34666,2012,6096
34667,2011,4215
34668,2010,3423
34669,2011,4215
34670,2009,3502
34671,2010,3423
34672,2005,3046
34673,2010,3423
34674,2014,1894
34675,2013,5862
34676,2006,2749
34677,2007,3338
34678,2013,5862
34679,2007,3338
34680,2013,5862
34681,1987,156
34682,2008,3867
34683,2014,1894
34684,2011,4215
34685,2009,3502
34686,1975,228
34687,2011,4215
34688,2009,3502
34689,2009,3502
34690,2005,3046
34691,2004,3067
34692,2001,2295
34693,1999,1924
34694,2014,1894
34695,2013,5862
34696,1982,122
34697,1999,1924
34698,2011,4215
34699,1996,396
34700,2010,3423
34701,1999,1924
34702,2006,2749
34703,2003,2782
34704,2011,4215
34705,2009,3502
34706,2010,3423
34707,2005,3046
34708,2014,1894
34709,1999,1924
34710,1999,1924
34711,2013,5862
34712,1999,1924
34713,2003,2782
34714,2011,4215
34715,1999,1924
34716,2002,2298
34717,2008,3867
34718,2007,3338
34719,1969,114
34720,2000,2012
34721,1982,122
34722,2009,3502
34723,2010,3423
34724,2010,3423
34725,2006,2749
34726,2013,5862
34727,2008,3867
34728,1978,231
34729,2010,3423
34730,2007,3338
34731,2004,3067
34732,2013,5862
34733,1997,856
34734,2012,6096
34735,2008,3867
34736,2001,2295
34737,2013,5862
34738,2012,6096
34739,2008,3867
34740,2001,2295
34741,2007,3338
34742,2001,2295
34743,2011,4215
34744,1997,856
34745,2004,3067
34746,2008,3867
34747,2011,4215
34748,2009,3502
34749,2012,6096
34750,2012,6096
34751,2012,6096
34752,2012,6096
34753,2006,2749
34754,2003,2782
34755,2011,4215
34756,1985,153
34757,2012,6096
34758,2008,3867
34759,1986,134
34760,1993,204
34761,2013,5862
34762,2009,3502
34763,1997,856
34764,2013,5862
34765,2009,3502
34766,2007,3338
34767,2002,2298
34768,1978,231
34769,2013,5862
34770,2009,3502
34771,2008,3867
34772,2014,1894
34773,2013,5862
34774,2004,3067
34775,2001,2295
34776,2006,2749
34777,2008,3867
34778,1990,170
34779,2002,2298
34780,2008,3867
34781,2012,6096
34782,2013,5862
34783,2001,2295
34784,2007,3338
34785,1998,1191
34786,2006,2749
34787,2004,3067
34788,2001,2295
34789,2003,2782
34790,2008,3867
34791,2006,2749
34792,2010,3423
34793,2000,2012
34794,2008,3867
34795,2011,4215
34796,2006,2749
34797,2012,6096
34798,2012,6096
34799,2007,3338
34800,2004,3067
34801,2000,2012
34802,2009,3502
34803,2007,3338
34804,2002,2298
34805,2005,3046
34806,2010,3423
34807,2012,6096
34808,2009,3502
34809,2008,3867
34810,2012,6096
34811,2004,3067
34812,2002,2298
34813,2002,2298
34814,2005,3046
34815,2005,3046
34816,2008,3867
34817,2014,1894
34818,2011,4215
34819,1985,153
34820,1999,1924
34821,2013,5862
34822,2010,3423
34823,2009,3502
34824,2012,6096
34825,2012,6096
34826,2002,2298
34827,2011,4215
34828,1995,378
34829,2005,3046
34830,2009,3502
34831,2012,6096
34832,2006,2749
34833,2013,5862
34834,2003,2782
34835,2009,3502
34836,1975,228
34837,1985,153
34838,2003,2782
34839,2014,1894
34840,2007,3338
34841,2003,2782
34842,1983,105
34843,2002,2298
34844,1976,206
34845,2008,3867
34846,2009,3502
34847,1974,200
34848,2013,5862
34849,2013,5862
34850,2009,3502
34851,2003,2782
34852,2009,3502
34853,2013,5862
34854,2010,3423
34855,2009,3502
34856,2012,6096
34857,2014,1894
34858,2008,3867
34859,1998,1191
34860,1979,170
34861,2011,4215
34862,2013,5862
34863,2010,3423
34864,2009,3502
34865,2003,2782
34866,2011,4215
34867,2011,4215
34868,2010,3423
34869,2004,3067
34870,2007,3338
34871,2004,3067
34872,2001,2295
34873,2009,3502
34874,2003,2782
34875,2004,3067
34876,2008,3867
34877,2010,3423
34878,2008,3867
34879,2014,1894
34880,2012,6096
34881,2005,3046
34882,2013,5862
34883,2012,6096
34884,2008,3867
34885,2008,3867
34886,1989,180
34887,1999,1924
34888,1999,1924
34889,2004,3067
34890,2011,4215
34891,2008,3867
34892,2001,2295
34893,2013,5862
34894,2009,3502
34895,2003,2782
34896,2013,5862
34897,2012,6096
34898,2012,6096
34899,2012,6096
34900,2014,1894
34901,2014,1894
34902,2013,5862
34903,2005,3046
34904,2009,3502
34905,2013,5862
34906,2010,3423
34907,2013,5862
34908,2009,3502
34909,2004,3067
34910,2013,5862
34911,2011,4215
34912,2013,5862
34913,1999,1924
34914,2013,5862
34915,1987,156
34916,2008,3867
34917,2005,3046
34918,1973,166
34919,2009,3502
